150	155	45	4	0
140	145	282	2	5
198	218	1370	0	76
196	198	1608	0	89
178	196	20	4	0
158	178	50	4	0
158	166	155	4	1
166	176	10	4	0
176	181	90	4	1
181	189	1605	0	89
171	189	20	4	0
233	234	324	2	6
224	233	282	2	5
212	224	291	2	5
207	212	1452	0	80
197	207	1579	0	87
197	204	1468	0	81
171	197	110	4	1
165	171	140	4	1
160	165	65	4	0
165	179	30	4	0
157	169	95	4	1
142	157	282	2	5
204	206	1547	0	85
146	160	459	2	8
131	146	399	2	7
130	131	306	2	5
126	130	471	2	8
147	158	378	2	7
140	147	477	2	8
133	140	390	2	7
130	133	345	2	6
204	219	1429	0	79
219	229	327	2	6
243	247	85	4	0
247	258	25	4	0
247	251	55	4	0
251	267	35	4	0
263	267	25	4	0
258	294	130	4	1
249	258	45	4	0
258	263	60	4	0
263	276	105	4	1
269	273	10	4	0
269	276	100	4	1
285	291	1353	0	75
276	285	1549	0	86
244	249	130	4	1
244	252	55	4	0
249	274	130	4	1
273	289	1614	0	89
103	111	1615	0	89
86	95	130	4	1
79	86	60	4	0
59	63	315	2	5
98	114	1574	0	87
83	98	100	4	1
90	100	1556	0	86
88	90	30	4	0
93	101	1421	0	78
101	116	1549	0	86
87	103	50	4	0
102	109	1448	0	80
85	102	135	4	1
85	91	105	4	1
91	99	1503	0	83
107	117	1577	0	87
94	107	1359	0	75
107	113	1565	0	86
64	67	15	4	0
61	64	35	4	0
59	61	243	2	4
50	59	261	2	4
84	93	5	4	0
81	84	85	4	0
76	81	45	4	0
72	76	40	4	0
68	72	35	4	0
65	69	10	4	0
65	68	85	4	0
62	65	5	4	0
58	62	360	2	6
56	58	285	2	5
54	56	270	2	5
50	54	438	2	8
37	50	432	2	8
88	94	20	4	0
83	88	80	4	0
68	83	110	4	1
93	113	1609	0	89
77	85	15	4	0
67	77	40	4	0
75	79	45	4	0
79	87	40	4	0
73	75	145	4	1
71	73	65	4	0
70	71	40	4	0
69	70	70	4	0
94	97	1577	0	87
97	106	1508	0	83
1	225	1363	0	75
1	65	1596	0	88
1	153	1373	0	76
1	283	1485	0	82
2	8	1388	0	77
2	245	1375	0	76
2	46	1372	0	76
2	181	1472	0	81
3	139	1609	0	89
3	203	1425	0	79
3	130	1411	0	78
3	205	1423	0	79
4	226	1386	0	77
4	34	1460	0	81
4	57	1555	0	86
4	260	1558	0	86
5	59	1365	0	75
5	251	1533	0	85
5	299	1487	0	82
5	194	1618	0	89
6	166	1438	0	79
6	175	1485	0	82
6	137	1571	0	87
6	283	1578	0	87
7	178	1514	0	84
7	15	1391	0	77
7	9	1524	0	84
7	118	1511	0	83
8	165	1456	0	80
8	128	1460	0	81
8	240	1503	0	83
8	250	1484	0	82
9	43	1552	0	86
9	73	1508	0	83
9	273	1550	0	86
9	207	1396	0	77
10	268	1371	0	76
10	96	1546	0	85
10	176	1382	0	76
10	87	1515	0	84
11	273	1460	0	81
11	2	1597	0	88
11	281	1466	0	81
11	114	1583	0	87
12	96	1559	0	86
12	27	1604	0	89
12	298	1546	0	85
12	96	1556	0	86
13	20	1535	0	85
13	290	1555	0	86
13	194	1492	0	82
13	212	1438	0	79
14	227	1557	0	86
14	295	1488	0	82
14	138	1579	0	87
14	137	1519	0	84
15	212	1366	0	75
15	21	1358	0	75
15	154	1527	0	84
15	177	1419	0	78
16	141	1501	0	83
16	10	1378	0	76
16	230	1485	0	82
16	61	1549	0	86
17	127	1616	0	89
17	51	1601	0	88
17	170	1463	0	81
17	124	1477	0	82
18	68	1583	0	87
18	8	1489	0	82
18	95	1441	0	80
18	75	1363	0	75
19	62	1454	0	80
19	147	1605	0	89
19	129	1496	0	83
19	230	1370	0	76
20	5	1539	0	85
20	167	1570	0	87
20	17	1617	0	89
20	261	1566	0	87
21	29	1485	0	82
21	122	1414	0	78
21	75	1488	0	82
21	190	1400	0	77
22	238	1389	0	77
22	207	1395	0	77
22	161	1394	0	77
22	19	1413	0	78
23	44	1520	0	84
23	33	1356	0	75
23	15	1425	0	79
23	184	1543	0	85
24	224	1399	0	77
24	219	1572	0	87
24	206	1351	0	75
24	276	1507	0	83
25	42	1418	0	78
25	177	1438	0	79
25	298	1452	0	80
25	164	1547	0	85
26	191	1406	0	78
26	166	1576	0	87
26	207	1397	0	77
26	208	1595	0	88
27	188	1353	0	75
27	143	1553	0	86
27	14	1384	0	76
27	51	1589	0	88
28	187	1524	0	84
28	26	1608	0	89
28	167	1414	0	78
28	34	1417	0	78
29	216	1379	0	76
29	70	1524	0	84
29	170	1427	0	79
29	63	1456	0	80
30	50	291	2	5
30	100	288	2	5
30	255	423	2	7
30	126	378	2	7
31	60	369	2	6
31	57	288	2	5
31	85	420	2	7
31	139	264	2	4
32	132	303	2	5
32	160	396	2	7
32	20	399	2	7
32	178	252	2	4
33	111	414	2	7
33	279	246	2	4
33	63	405	2	7
33	103	261	2	4
34	237	447	2	8
34	276	450	2	8
34	53	327	2	6
34	103	282	2	5
35	70	246	2	4
35	158	402	2	7
35	282	429	2	7
35	119	333	2	6
36	219	441	2	8
36	160	396	2	7
36	248	276	2	5
36	93	267	2	4
37	129	405	2	7
37	32	366	2	6
37	266	453	2	8
37	94	291	2	5
38	287	393	2	7
38	208	306	2	5
38	213	312	2	5
38	289	243	2	4
39	144	360	2	6
39	89	411	2	7
39	267	411	2	7
39	264	309	2	5
40	277	282	2	5
40	156	267	2	4
40	173	345	2	6
40	227	354	2	6
41	235	243	2	4
41	296	348	2	6
41	235	246	2	4
41	128	420	2	7
42	128	324	2	6
42	20	438	2	8
42	131	414	2	7
42	298	465	2	8
43	280	384	2	7
43	286	300	2	5
43	97	456	2	8
43	73	255	2	4
44	226	414	2	7
44	170	432	2	8
44	115	285	2	5
44	271	321	2	5
45	243	426	2	7
45	250	411	2	7
45	18	318	2	5
45	133	390	2	7
46	248	435	2	8
46	79	300	2	5
46	184	468	2	8
46	137	405	2	7
47	280	369	2	6
47	284	261	2	4
47	185	480	2	8
47	257	288	2	5
48	276	345	2	6
48	99	378	2	7
48	24	354	2	6
48	121	414	2	7
49	190	246	2	4
49	133	339	2	6
49	257	357	2	6
49	98	306	2	5
50	120	444	2	8
50	120	309	2	5
50	97	462	2	8
50	4	399	2	7
51	147	255	2	4
51	103	375	2	6
51	144	351	2	6
51	12	264	2	4
52	296	444	2	8
52	59	294	2	5
52	285	330	2	6
52	18	261	2	4
53	169	249	2	4
53	261	393	2	7
53	160	342	2	6
53	83	381	2	7
54	20	381	2	7
54	226	360	2	6
54	86	258	2	4
54	157	420	2	7
55	269	429	2	7
55	205	357	2	6
55	93	345	2	6
55	56	264	2	4
56	162	360	2	6
56	218	342	2	6
56	202	450	2	8
56	154	372	2	6
57	248	405	2	7
57	125	363	2	6
57	54	309	2	5
57	297	456	2	8
58	208	450	2	8
58	97	348	2	6
58	280	309	2	5
58	270	369	2	6
59	168	420	2	7
59	27	342	2	6
59	248	435	2	8
59	53	393	2	7
60	183	85	4	0
60	93	160	4	1
60	150	10	4	0
60	61	5	4	0
61	163	20	4	0
61	260	95	4	1
61	111	95	4	1
61	53	65	4	0
62	188	20	4	0
62	189	20	4	0
62	211	30	4	0
62	49	115	4	1
63	33	35	4	0
63	190	5	4	0
63	283	100	4	1
63	299	135	4	1
64	93	90	4	1
64	31	65	4	0
64	212	70	4	0
64	173	140	4	1
65	279	110	4	1
65	292	45	4	0
65	43	105	4	1
65	98	120	4	1
66	142	20	4	0
66	227	75	4	0
66	187	95	4	1
66	239	110	4	1
67	219	120	4	1
67	281	130	4	1
67	272	75	4	0
67	192	10	4	0
68	224	115	4	1
68	60	95	4	1
68	82	110	4	1
68	160	95	4	1
69	237	40	4	0
69	58	150	4	1
69	86	75	4	0
69	220	140	4	1
70	42	90	4	1
70	196	45	4	0
70	35	70	4	0
70	90	100	4	1
71	227	75	4	0
71	10	160	4	1
71	197	95	4	1
71	77	10	4	0
72	56	30	4	0
72	12	135	4	1
72	248	80	4	0
72	42	155	4	1
73	64	60	4	0
73	203	95	4	1
73	241	80	4	0
73	222	20	4	0
74	31	30	4	0
74	204	90	4	1
74	17	115	4	1
74	11	70	4	0
75	160	105	4	1
75	146	145	4	1
75	137	130	4	1
75	161	35	4	0
76	140	115	4	1
76	29	40	4	0
76	248	105	4	1
76	172	40	4	0
77	167	35	4	0
77	146	85	4	0
77	207	155	4	1
77	86	105	4	1
78	287	145	4	1
78	122	80	4	0
78	29	120	4	1
78	90	65	4	0
79	148	85	4	0
79	224	25	4	0
79	233	135	4	1
79	103	125	4	1
80	187	65	4	0
80	241	160	4	1
80	300	105	4	1
80	99	130	4	1
81	200	60	4	0
81	32	125	4	1
81	275	40	4	0
81	195	145	4	1
82	54	70	4	0
82	198	85	4	0
82	66	105	4	1
82	197	110	4	1
83	152	60	4	0
83	226	100	4	1
83	123	160	4	1
83	187	135	4	1
84	251	165	4	1
84	212	50	4	0
84	13	5	4	0
84	206	135	4	1
85	102	10	4	0
85	47	145	4	1
85	210	120	4	1
85	143	90	4	1
86	54	130	4	1
86	246	140	4	1
86	169	45	4	0
86	153	40	4	0
87	143	115	4	1
87	244	20	4	0
87	258	145	4	1
87	161	35	4	0
88	169	25	4	0
88	272	50	4	0
88	164	95	4	1
88	116	65	4	0
89	16	95	4	1
89	117	20	4	0
89	293	110	4	1
89	11	100	4	1
90	170	1532	0	85
90	113	1588	0	88
90	140	1372	0	76
90	283	1374	0	76
91	57	1610	0	89
91	206	1564	0	86
91	285	1518	0	84
91	256	1537	0	85
92	286	1357	0	75
92	218	1445	0	80
92	55	1434	0	79
92	184	1563	0	86
93	276	1588	0	88
93	280	1503	0	83
93	55	1435	0	79
93	225	1551	0	86
94	208	1415	0	78
94	214	1454	0	80
94	241	1477	0	82
94	236	1527	0	84
95	120	1415	0	78
95	291	1481	0	82
95	214	1382	0	76
95	175	1484	0	82
96	150	1420	0	78
96	188	1518	0	84
96	50	1591	0	88
96	56	1349	0	74
97	277	1543	0	85
97	225	1612	0	89
97	70	1504	0	83
97	287	1596	0	88
98	127	1369	0	76
98	49	1412	0	78
98	160	1430	0	79
98	288	1470	0	81
99	55	1445	0	80
99	208	1466	0	81
99	156	1522	0	84
99	266	1617	0	89
100	287	1611	0	89
100	117	1535	0	85
100	272	1431	0	79
100	3	1489	0	82
101	113	1510	0	83
101	119	1441	0	80
101	236	1501	0	83
101	275	1393	0	77
102	57	1468	0	81
102	93	1419	0	78
102	155	1525	0	84
102	10	1607	0	89
103	158	1392	0	77
103	55	1410	0	78
103	132	1527	0	84
103	61	1538	0	85
104	147	1401	0	77
104	160	1526	0	84
104	293	1549	0	86
104	236	1456	0	80
105	195	1439	0	79
105	1	1384	0	76
105	222	1523	0	84
105	27	1559	0	86
106	72	1564	0	86
106	160	1459	0	81
106	176	1585	0	88
106	22	1580	0	87
107	50	1376	0	76
107	54	1349	0	74
107	263	1611	0	89
107	192	1488	0	82
108	24	1478	0	82
108	298	1456	0	80
108	89	1557	0	86
108	289	1492	0	82
109	40	1539	0	85
109	152	1490	0	82
109	291	1517	0	84
109	196	1519	0	84
110	62	1488	0	82
110	238	1376	0	76
110	254	1577	0	87
110	215	1458	0	81
111	212	1355	0	75
111	56	1590	0	88
111	135	1618	0	89
111	189	1395	0	77
112	58	1558	0	86
112	11	1360	0	75
112	165	1543	0	85
112	284	1401	0	77
113	138	1452	0	80
113	40	1356	0	75
113	109	1402	0	77
113	77	1556	0	86
114	258	1587	0	88
114	212	1587	0	88
114	74	1485	0	82
114	149	1374	0	76
115	280	1407	0	78
115	27	1544	0	85
115	31	1456	0	80
115	242	1616	0	89
116	201	1488	0	82
116	130	1553	0	86
116	271	1437	0	79
116	162	1574	0	87
117	295	1378	0	76
117	40	1421	0	78
117	10	1533	0	85
117	17	1420	0	78
118	48	1440	0	80
118	245	1426	0	79
118	119	1514	0	84
118	125	1505	0	83
119	129	1546	0	85
119	1	1606	0	89
119	152	1588	0	88
119	46	1575	0	87
120	271	246	2	4
120	267	420	2	7
120	278	393	2	7
120	200	264	2	4
121	143	270	2	5
121	234	258	2	4
121	252	474	2	8
121	289	321	2	5
122	157	477	2	8
122	46	480	2	8
122	186	429	2	7
122	240	444	2	8
123	125	465	2	8
123	123	450	2	8
123	196	318	2	5
123	118	330	2	6
124	67	267	2	4
124	215	363	2	6
124	234	276	2	5
124	91	282	2	5
125	37	453	2	8
125	176	441	2	8
125	42	414	2	7
125	52	408	2	7
126	110	312	2	5
126	11	285	2	5
126	84	429	2	7
126	103	387	2	7
127	252	312	2	5
127	145	252	2	4
127	226	258	2	4
127	189	357	2	6
128	172	468	2	8
128	225	321	2	5
128	198	300	2	5
128	212	297	2	5
129	218	459	2	8
129	242	474	2	8
129	236	453	2	8
129	276	270	2	5
130	265	279	2	5
130	34	297	2	5
130	99	480	2	8
130	140	243	2	4
131	218	360	2	6
131	219	249	2	4
131	109	375	2	6
131	73	261	2	4
132	123	276	2	5
132	157	264	2	4
132	146	438	2	8
132	256	321	2	5
133	55	249	2	4
133	46	450	2	8
133	111	321	2	5
133	154	330	2	6
134	24	261	2	4
134	198	363	2	6
134	42	300	2	5
134	262	360	2	6
135	231	396	2	7
135	248	309	2	5
135	225	267	2	4
135	7	246	2	4
136	258	300	2	5
136	208	297	2	5
136	253	270	2	5
136	42	330	2	6
137	59	450	2	8
137	241	453	2	8
137	222	453	2	8
137	174	294	2	5
138	16	408	2	7
138	39	378	2	7
138	165	444	2	8
138	121	480	2	8
139	55	465	2	8
139	226	336	2	6
139	155	258	2	4
139	173	327	2	6
140	36	279	2	5
140	214	240	2	4
140	46	246	2	4
140	105	336	2	6
141	76	324	2	6
141	186	405	2	7
141	221	354	2	6
141	180	444	2	8
142	158	354	2	6
142	287	363	2	6
142	55	429	2	7
142	26	321	2	5
143	235	327	2	6
143	39	363	2	6
143	148	264	2	4
143	284	435	2	8
144	40	285	2	5
144	225	246	2	4
144	42	318	2	5
144	257	291	2	5
145	254	435	2	8
145	193	441	2	8
145	58	396	2	7
145	199	345	2	6
146	188	429	2	7
146	176	396	2	7
146	7	315	2	5
146	146	468	2	8
147	103	444	2	8
147	254	246	2	4
147	252	435	2	8
147	157	351	2	6
148	143	252	2	4
148	260	480	2	8
148	149	342	2	6
148	18	252	2	4
149	278	255	2	4
149	245	378	2	7
149	63	300	2	5
149	148	246	2	4
150	279	15	4	0
150	240	55	4	0
150	64	120	4	1
150	85	110	4	1
151	56	80	4	0
151	271	95	4	1
151	136	85	4	0
151	52	135	4	1
152	160	55	4	0
152	130	120	4	1
152	247	45	4	0
152	34	120	4	1
153	195	150	4	1
153	295	150	4	1
153	186	70	4	0
153	210	100	4	1
154	215	70	4	0
154	70	20	4	0
154	36	65	4	0
154	26	10	4	0
155	10	30	4	0
155	164	30	4	0
155	168	75	4	0
155	192	160	4	1
156	265	160	4	1
156	243	65	4	0
156	252	65	4	0
156	260	135	4	1
157	95	125	4	1
157	38	5	4	0
157	230	120	4	1
157	96	85	4	0
158	162	30	4	0
158	60	35	4	0
158	197	145	4	1
158	159	115	4	1
159	24	55	4	0
159	182	110	4	1
159	183	155	4	1
159	54	20	4	0
160	294	55	4	0
160	81	10	4	0
160	239	75	4	0
160	20	60	4	0
161	186	90	4	1
161	250	105	4	1
161	149	120	4	1
161	167	145	4	1
162	293	15	4	0
162	216	155	4	1
162	252	135	4	1
162	178	150	4	1
163	112	160	4	1
163	35	80	4	0
163	123	30	4	0
163	137	25	4	0
164	12	5	4	0
164	49	65	4	0
164	52	120	4	1
164	245	75	4	0
165	29	10	4	0
165	14	5	4	0
165	123	110	4	1
165	244	125	4	1
166	204	75	4	0
166	249	140	4	1
166	181	40	4	0
166	55	100	4	1
167	112	25	4	0
167	53	85	4	0
167	145	145	4	1
167	205	145	4	1
168	65	105	4	1
168	104	115	4	1
168	188	40	4	0
168	85	65	4	0
169	256	15	4	0
169	15	10	4	0
169	107	50	4	0
169	286	160	4	1
170	193	105	4	1
170	37	105	4	1
170	259	160	4	1
170	288	100	4	1
171	247	45	4	0
171	19	60	4	0
171	209	85	4	0
171	1	15	4	0
172	297	15	4	0
172	255	45	4	0
172	47	105	4	1
172	194	5	4	0
173	160	70	4	0
173	208	70	4	0
173	60	50	4	0
173	248	90	4	1
174	226	135	4	1
174	167	110	4	1
174	248	120	4	1
174	127	140	4	1
175	248	15	4	0
175	173	120	4	1
175	45	90	4	1
175	46	160	4	1
176	252	85	4	0
176	243	115	4	1
176	173	125	4	1
176	91	25	4	0
177	162	95	4	1
177	268	50	4	0
177	242	105	4	1
177	7	70	4	0
178	167	160	4	1
178	146	90	4	1
178	170	100	4	1
178	69	40	4	0
179	60	115	4	1
179	200	35	4	0
179	87	10	4	0
179	101	10	4	0
180	42	1489	0	82
180	191	1570	0	87
180	50	1415	0	78
180	95	1452	0	80
181	152	1356	0	75
181	105	1375	0	76
181	89	1408	0	78
181	267	1376	0	76
182	89	1381	0	76
182	293	1352	0	75
182	248	1356	0	75
182	235	1462	0	81
183	23	1577	0	87
183	88	1369	0	76
183	88	1505	0	83
183	110	1614	0	89
184	97	1476	0	82
184	130	1510	0	83
184	192	1474	0	81
184	41	1422	0	79
185	3	1526	0	84
185	165	1515	0	84
185	167	1615	0	89
185	244	1606	0	89
186	60	1582	0	87
186	102	1385	0	76
186	23	1505	0	83
186	18	1356	0	75
187	217	1471	0	81
187	158	1537	0	85
187	206	1411	0	78
187	22	1579	0	87
188	87	1374	0	76
188	202	1472	0	81
188	96	1513	0	84
188	161	1462	0	81
189	166	1460	0	81
189	296	1426	0	79
189	292	1353	0	75
189	215	1463	0	81
190	1	1360	0	75
190	282	1505	0	83
190	253	1457	0	80
190	205	1370	0	76
191	201	1475	0	81
191	272	1556	0	86
191	68	1607	0	89
191	276	1524	0	84
192	17	1446	0	80
192	37	1556	0	86
192	173	1382	0	76
192	247	1387	0	77
193	230	1417	0	78
193	198	1564	0	86
193	137	1361	0	75
193	251	1541	0	85
194	219	1562	0	86
194	72	1438	0	79
194	81	1530	0	85
194	78	1522	0	84
195	9	1595	0	88
195	21	1384	0	76
195	7	1397	0	77
195	277	1614	0	89
196	202	1517	0	84
196	3	1509	0	83
196	155	1448	0	80
196	89	1411	0	78
197	268	1435	0	79
197	239	1586	0	88
197	199	1388	0	77
197	224	1509	0	83
198	223	1555	0	86
198	29	1497	0	83
198	275	1454	0	80
198	287	1546	0	85
199	30	1392	0	77
199	177	1535	0	85
199	277	1519	0	84
199	231	1367	0	75
200	113	1609	0	89
200	137	1543	0	85
200	277	1479	0	82
200	284	1614	0	89
201	152	1450	0	80
201	256	1456	0	80
201	157	1543	0	85
201	181	1492	0	82
202	1	1519	0	84
202	91	1538	0	85
202	251	1454	0	80
202	98	1485	0	82
203	64	1490	0	82
203	31	1511	0	83
203	37	1463	0	81
203	67	1607	0	89
204	297	1570	0	87
204	42	1592	0	88
204	135	1502	0	83
204	123	1484	0	82
205	139	1478	0	82
205	220	1530	0	85
205	294	1533	0	85
205	204	1356	0	75
206	185	1569	0	87
206	122	1607	0	89
206	265	1520	0	84
206	116	1524	0	84
207	247	1361	0	75
207	198	1546	0	85
207	16	1456	0	80
207	228	1350	0	75
208	178	1580	0	87
208	66	1448	0	80
208	14	1369	0	76
208	52	1411	0	78
209	46	1597	0	88
209	86	1359	0	75
209	295	1603	0	89
209	39	1410	0	78
210	184	357	2	6
210	218	432	2	8
210	85	414	2	7
210	288	255	2	4
211	257	372	2	6
211	101	321	2	5
211	151	411	2	7
211	138	387	2	7
212	127	255	2	4
212	156	381	2	7
212	199	348	2	6
212	9	420	2	7
213	282	333	2	6
213	10	402	2	7
213	227	264	2	4
213	1	426	2	7
214	291	441	2	8
214	206	468	2	8
214	131	399	2	7
214	72	423	2	7
215	92	474	2	8
215	30	252	2	4
215	1	396	2	7
215	47	282	2	5
216	9	279	2	5
216	280	312	2	5
216	50	246	2	4
216	234	435	2	8
217	269	342	2	6
217	47	402	2	7
217	85	345	2	6
217	151	453	2	8
218	273	357	2	6
218	98	342	2	6
218	297	462	2	8
218	186	252	2	4
219	21	447	2	8
219	274	243	2	4
219	131	423	2	7
219	244	324	2	6
220	205	285	2	5
220	34	411	2	7
220	168	285	2	5
220	56	390	2	7
221	233	258	2	4
221	223	327	2	6
221	22	258	2	4
221	156	426	2	7
222	127	321	2	5
222	41	249	2	4
222	43	399	2	7
222	235	468	2	8
223	14	297	2	5
223	29	327	2	6
223	278	273	2	5
223	53	363	2	6
224	11	327	2	6
224	114	252	2	4
224	116	432	2	8
224	56	336	2	6
225	67	447	2	8
225	76	456	2	8
225	43	363	2	6
225	115	276	2	5
226	16	360	2	6
226	21	462	2	8
226	66	309	2	5
226	7	432	2	8
227	149	402	2	7
227	282	471	2	8
227	287	261	2	4
227	201	354	2	6
228	8	297	2	5
228	272	330	2	6
228	134	423	2	7
228	98	276	2	5
229	73	462	2	8
229	81	240	2	4
229	86	297	2	5
229	266	279	2	5
230	276	369	2	6
230	261	351	2	6
230	143	297	2	5
230	250	306	2	5
231	184	357	2	6
231	168	294	2	5
231	225	444	2	8
231	157	354	2	6
232	13	246	2	4
232	42	351	2	6
232	217	480	2	8
232	147	414	2	7
233	279	345	2	6
233	142	282	2	5
233	171	438	2	8
233	165	354	2	6
234	6	477	2	8
234	180	345	2	6
234	50	474	2	8
234	214	357	2	6
235	113	336	2	6
235	5	357	2	6
235	270	423	2	7
235	53	336	2	6
236	93	303	2	5
236	139	273	2	5
236	170	381	2	7
236	249	258	2	4
237	131	327	2	6
237	267	456	2	8
237	21	477	2	8
237	41	378	2	7
238	222	255	2	4
238	135	333	2	6
238	255	303	2	5
238	83	333	2	6
239	198	318	2	5
239	200	309	2	5
239	69	387	2	7
239	273	309	2	5
240	173	105	4	1
240	38	135	4	1
240	43	25	4	0
240	297	140	4	1
241	56	55	4	0
241	108	35	4	0
241	270	30	4	0
241	128	70	4	0
242	195	120	4	1
242	234	40	4	0
242	290	120	4	1
242	168	75	4	0
243	168	65	4	0
243	234	35	4	0
243	282	30	4	0
243	225	5	4	0
244	299	25	4	0
244	128	30	4	0
244	34	80	4	0
244	165	20	4	0
245	102	130	4	1
245	88	105	4	1
245	130	35	4	0
245	67	55	4	0
246	161	140	4	1
246	124	35	4	0
246	194	95	4	1
246	182	105	4	1
247	296	45	4	0
247	118	105	4	1
247	289	10	4	0
247	179	45	4	0
248	90	65	4	0
248	33	40	4	0
248	176	80	4	0
248	218	70	4	0
249	159	85	4	0
249	191	25	4	0
249	247	50	4	0
249	186	160	4	1
250	203	115	4	1
250	60	150	4	1
250	228	110	4	1
250	90	75	4	0
251	159	115	4	1
251	126	30	4	0
251	184	135	4	1
251	187	140	4	1
252	60	45	4	0
252	22	105	4	1
252	86	50	4	0
252	102	25	4	0
253	247	35	4	0
253	35	80	4	0
253	226	25	4	0
253	160	140	4	1
254	112	125	4	1
254	241	130	4	1
254	75	130	4	1
254	134	80	4	0
255	162	60	4	0
255	8	155	4	1
255	130	50	4	0
