81	71	14	9
81	82	2	3
81	91	25	10
82	72	17	4
82	81	11	6
82	83	3	9
82	92	21	10
83	73	7	3
83	82	6	4
83	84	7	9
83	93	3	3
84	74	9	4
84	83	7	10
84	85	8	6
84	94	10	4
85	75	20	2
85	84	19	4
85	86	11	4
85	95	25	3
86	76	15	10
86	85	1	8
86	87	16	7
86	96	17	4
87	77	19	3
87	86	25	4
87	88	2	4
87	97	15	9
88	78	6	1
88	87	23	10
88	89	5	7
88	98	20	6
89	79	19	7
89	88	14	10
89	90	23	5
89	99	1	9
90	80	17	4
90	89	2	8
90	100	5	7
91	81	16	4
91	92	4	2
92	82	7	3
92	91	2	6
92	93	10	3
93	83	24	7
93	92	13	7
93	94	19	2
94	84	11	6
94	93	11	5
94	95	25	9
95	85	1	4
95	94	9	2
95	96	23	2
96	86	13	7
96	95	11	5
96	97	17	3
97	87	8	1
97	96	1	4
97	98	1	3
98	88	18	2
98	97	18	2
98	99	20	2
99	89	17	1
99	98	17	4
99	100	12	7
100	90	10	5
100	99	1	5
